Comunidades y Ciudades Autónomas;Sexo;Periodo;Total
17 Rioja, La;Hombres;1990;73,13
17 Rioja, La;Hombres;1989;74,03
17 Rioja, La;Hombres;1988;74,34
17 Rioja, La;Hombres;1987;73,16
17 Rioja, La;Hombres;1986;73,9
17 Rioja, La;Hombres;1985;72,85
17 Rioja, La;Hombres;1984;74,31
17 Rioja, La;Hombres;1983;73,12
17 Rioja, La;Hombres;1982;72,89
17 Rioja, La;Hombres;1981;71,58
17 Rioja, La;Hombres;1980;72,14
17 Rioja, La;Hombres;1979;72,09
17 Rioja, La;Hombres;1978;71,61
17 Rioja, La;Hombres;1977;71,39
17 Rioja, La;Hombres;1976;71,23
17 Rioja, La;Hombres;1975;70,59
17 Rioja, La;Mujeres;2021;86,11
17 Rioja, La;Mujeres;2020;85,46
17 Rioja, La;Mujeres;2019;86,6
17 Rioja, La;Mujeres;2018;86,41
17 Rioja, La;Mujeres;2017;86,32
17 Rioja, La;Mujeres;2016;86,41
17 Rioja, La;Mujeres;2015;86,12
17 Rioja, La;Mujeres;2014;86,95
17 Rioja, La;Mujeres;2013;86,37
17 Rioja, La;Mujeres;2012;85,83
17 Rioja, La;Mujeres;2011;86
17 Rioja, La;Mujeres;2010;85,79
17 Rioja, La;Mujeres;2009;85,58
17 Rioja, La;Mujeres;2008;84,9
17 Rioja, La;Mujeres;2007;85,28
17 Rioja, La;Mujeres;2006;85,35
17 Rioja, La;Mujeres;2005;84,43
17 Rioja, La;Mujeres;2004;84,33
17 Rioja, La;Mujeres;2003;84,09
17 Rioja, La;Mujeres;2002;84,02
17 Rioja, La;Mujeres;2001;84,52
17 Rioja, La;Mujeres;2000;84,1
17 Rioja, La;Mujeres;1999;82,89
17 Rioja, La;Mujeres;1998;82,77
17 Rioja, La;Mujeres;1997;83,46
17 Rioja, La;Mujeres;1996;82,5
17 Rioja, La;Mujeres;1995;82,34
17 Rioja, La;Mujeres;1994;82,25
17 Rioja, La;Mujeres;1993;81,82
17 Rioja, La;Mujeres;1992;81,33
17 Rioja, La;Mujeres;1991;81,34
17 Rioja, La;Mujeres;1990;80,42
17 Rioja, La;Mujeres;1989;80,43
17 Rioja, La;Mujeres;1988;79,92
17 Rioja, La;Mujeres;1987;79,71
17 Rioja, La;Mujeres;1986;79,77
17 Rioja, La;Mujeres;1985;79,18
17 Rioja, La;Mujeres;1984;79,53
17 Rioja, La;Mujeres;1983;79,22
17 Rioja, La;Mujeres;1982;79,68
17 Rioja, La;Mujeres;1981;78,49
17 Rioja, La;Mujeres;1980;77,85
17 Rioja, La;Mujeres;1979;77,33
17 Rioja, La;Mujeres;1978;77,66
17 Rioja, La;Mujeres;1977;76,84
17 Rioja, La;Mujeres;1976;76,58
17 Rioja, La;Mujeres;1975;75,64
18 Ceuta;Ambos sexos;2021;78,47
18 Ceuta;Ambos sexos;2020;79,28
18 Ceuta;Ambos sexos;2019;80,55
18 Ceuta;Ambos sexos;2018;80,51
18 Ceuta;Ambos sexos;2017;79,31
18 Ceuta;Ambos sexos;2016;80,73
18 Ceuta;Ambos sexos;2015;80,27
18 Ceuta;Ambos sexos;2014;79,88
18 Ceuta;Ambos sexos;2013;79,38
18 Ceuta;Ambos sexos;2012;80,18
18 Ceuta;Ambos sexos;2011;79,43
18 Ceuta;Ambos sexos;2010;78,52
18 Ceuta;Ambos sexos;2009;78,09
18 Ceuta;Ambos sexos;2008;78,76
18 Ceuta;Ambos sexos;2007;77,92
18 Ceuta;Ambos sexos;2006;78,16
18 Ceuta;Ambos sexos;2005;77,95
18 Ceuta;Ambos sexos;2004;77,89
18 Ceuta;Ambos sexos;2003;77,58
18 Ceuta;Ambos sexos;2002;76,77
18 Ceuta;Ambos sexos;2001;77,95
18 Ceuta;Ambos sexos;2000;78,08
18 Ceuta;Ambos sexos;1999;76,21
18 Ceuta;Ambos sexos;1998;75,76
18 Ceuta;Ambos sexos;1997;76,04
18 Ceuta;Ambos sexos;1996;74,97
18 Ceuta;Ambos sexos;1995;75,88
18 Ceuta;Ambos sexos;1994;75,98
18 Ceuta;Ambos sexos;1993;75,74
18 Ceuta;Ambos sexos;1992;75,97
18 Ceuta;Ambos sexos;1991;74,8
18 Ceuta;Ambos sexos;1990;73,23
18 Ceuta;Ambos sexos;1989;74,5
18 Ceuta;Ambos sexos;1988;74,43
18 Ceuta;Ambos sexos;1987;74,41
18 Ceuta;Ambos sexos;1986;73,51
18 Ceuta;Ambos sexos;1985;72,3
18 Ceuta;Ambos sexos;1984;73,59
18 Ceuta;Ambos sexos;1983;73,17
18 Ceuta;Ambos sexos;1982;72,35
18 Ceuta;Ambos sexos;1981;72,85
18 Ceuta;Ambos sexos;1980;71,43
18 Ceuta;Ambos sexos;1979;70,95
18 Ceuta;Ambos sexos;1978;69,91
18 Ceuta;Ambos sexos;1977;71,6
18 Ceuta;Ambos sexos;1976;70,59
18 Ceuta;Ambos sexos;1975;70,35
18 Ceuta;Hombres;2021;76,04
18 Ceuta;Hombres;2020;77,52
18 Ceuta;Hombres;2019;78,54
18 Ceuta;Hombres;2018;78,63
18 Ceuta;Hombres;2017;76,65
18 Ceuta;Hombres;2016;77,85
18 Ceuta;Hombres;2015;77,14
18 Ceuta;Hombres;2014;76,69
18 Ceuta;Hombres;2013;77,49
18 Ceuta;Hombres;2012;78,64
18 Ceuta;Hombres;2011;76,67
18 Ceuta;Hombres;2010;75,81
18 Ceuta;Hombres;2009;75,58
18 Ceuta;Hombres;2008;76,5
18 Ceuta;Hombres;2007;75,18
18 Ceuta;Hombres;2006;75,13
18 Ceuta;Hombres;2005;75,44
18 Ceuta;Hombres;2004;74,61
18 Ceuta;Hombres;2003;74,63
18 Ceuta;Hombres;2002;73,25
18 Ceuta;Hombres;2001;75,3
18 Ceuta;Hombres;2000;75,12
18 Ceuta;Hombres;1999;72,13
18 Ceuta;Hombres;1998;73,34
18 Ceuta;Hombres;1997;72,33
18 Ceuta;Hombres;1996;72,1
18 Ceuta;Hombres;1995;72,35
18 Ceuta;Hombres;1994;73,12
18 Ceuta;Hombres;1993;72,09
18 Ceuta;Hombres;1992;72,25
18 Ceuta;Hombres;1991;71,25
18 Ceuta;Hombres;1990;69,46
18 Ceuta;Hombres;1989;71,07
18 Ceuta;Hombres;1988;70,6
18 Ceuta;Hombres;1987;70,27
18 Ceuta;Hombres;1986;68,85
18 Ceuta;Hombres;1985;70,27
18 Ceuta;Hombres;1984;69,32
18 Ceuta;Hombres;1983;70,73
18 Ceuta;Hombres;1982;69,03
18 Ceuta;Hombres;1981;69,04
18 Ceuta;Hombres;1980;67,47
18 Ceuta;Hombres;1979;67,79
18 Ceuta;Hombres;1978;65,73
18 Ceuta;Hombres;1977;67,99
18 Ceuta;Hombres;1976;67,61
18 Ceuta;Hombres;1975;66,35
18 Ceuta;Mujeres;2021;81,2
18 Ceuta;Mujeres;2020;81,22
18 Ceuta;Mujeres;2019;82,66
18 Ceuta;Mujeres;2018;82,34
18 Ceuta;Mujeres;2017;82,11
18 Ceuta;Mujeres;2016;83,82
18 Ceuta;Mujeres;2015;83,61
18 Ceuta;Mujeres;2014;83,38
18 Ceuta;Mujeres;2013;81,3
18 Ceuta;Mujeres;2012;81,84
18 Ceuta;Mujeres;2011;82,31
18 Ceuta;Mujeres;2010;81,44
18 Ceuta;Mujeres;2009;80,68
18 Ceuta;Mujeres;2008;81,07
18 Ceuta;Mujeres;2007;80,61
18 Ceuta;Mujeres;2006;81,23
18 Ceuta;Mujeres;2005;80,43
18 Ceuta;Mujeres;2004;81,25
18 Ceuta;Mujeres;2003;80,6
18 Ceuta;Mujeres;2002;80,38
18 Ceuta;Mujeres;2001;80,54
18 Ceuta;Mujeres;2000;81,06
18 Ceuta;Mujeres;1999;80,52
18 Ceuta;Mujeres;1998;78,1
18 Ceuta;Mujeres;1997;79,89
18 Ceuta;Mujeres;1996;77,84
18 Ceuta;Mujeres;1995;79,34
18 Ceuta;Mujeres;1994;78,87
18 Ceuta;Mujeres;1993;79,31
18 Ceuta;Mujeres;1992;79,68
18 Ceuta;Mujeres;1991;78,39
18 Ceuta;Mujeres;1990;77,16
18 Ceuta;Mujeres;1989;77,83
18 Ceuta;Mujeres;1988;78,25
18 Ceuta;Mujeres;1987;78,77
18 Ceuta;Mujeres;1986;78,29
18 Ceuta;Mujeres;1985;74,12
18 Ceuta;Mujeres;1984;78,03
18 Ceuta;Mujeres;1983;75,38
18 Ceuta;Mujeres;1982;75,51
18 Ceuta;Mujeres;1981;76,55
18 Ceuta;Mujeres;1980;75,57
18 Ceuta;Mujeres;1979;73,98
18 Ceuta;Mujeres;1978;74,14
18 Ceuta;Mujeres;1977;75,17
18 Ceuta;Mujeres;1976;73,28
18 Ceuta;Mujeres;1975;74,18
19 Melilla;Ambos sexos;2021;79,79
19 Melilla;Ambos sexos;2020;78,82
19 Melilla;Ambos sexos;2019;80,71
19 Melilla;Ambos sexos;2018;80,22
19 Melilla;Ambos sexos;2017;80,28
19 Melilla;Ambos sexos;2016;80,49
19 Melilla;Ambos sexos;2015;79,93
19 Melilla;Ambos sexos;2014;80,06
19 Melilla;Ambos sexos;2013;80,36
19 Melilla;Ambos sexos;2012;80,3
19 Melilla;Ambos sexos;2011;79,93
19 Melilla;Ambos sexos;2010;81,13
19 Melilla;Ambos sexos;2009;80,56
19 Melilla;Ambos sexos;2008;78,41
19 Melilla;Ambos sexos;2007;78,78
19 Melilla;Ambos sexos;2006;78,21
19 Melilla;Ambos sexos;2005;78,53
19 Melilla;Ambos sexos;2004;77,66
19 Melilla;Ambos sexos;2003;77,18
19 Melilla;Ambos sexos;2002;77,31
19 Melilla;Ambos sexos;2001;77,4
19 Melilla;Ambos sexos;2000;76,87
19 Melilla;Ambos sexos;1999;77,14
19 Melilla;Ambos sexos;1998;75,27
19 Melilla;Ambos sexos;1997;76,16
19 Melilla;Ambos sexos;1996;77,22
19 Melilla;Ambos sexos;1995;76,25
19 Melilla;Ambos sexos;1994;75,2
19 Melilla;Ambos sexos;1993;76,24
19 Melilla;Ambos sexos;1992;78,14
19 Melilla;Ambos sexos;1991;76,12
19 Melilla;Ambos sexos;1990;74,57
19 Melilla;Ambos sexos;1989;74,94
19 Melilla;Ambos sexos;1988;73,68
19 Melilla;Ambos sexos;1987;75,54
19 Melilla;Ambos sexos;1986;74,62
19 Melilla;Ambos sexos;1985;74,69
19 Melilla;Ambos sexos;1984;74,53
19 Melilla;Ambos sexos;1983;74,71
19 Melilla;Ambos sexos;1982;74,55
19 Melilla;Ambos sexos;1981;74,54
19 Melilla;Ambos sexos;1980;73,9
19 Melilla;Ambos sexos;1979;72,63
19 Melilla;Ambos sexos;1978;71,93
19 Melilla;Ambos sexos;1977;73,33
19 Melilla;Ambos sexos;1976;73,08
19 Melilla;Ambos sexos;1975;73,38
19 Melilla;Hombres;2021;77,38
19 Melilla;Hombres;2020;77,11
19 Melilla;Hombres;2019;78,24
19 Melilla;Hombres;2018;78,23
19 Melilla;Hombres;2017;77,82
19 Melilla;Hombres;2016;78,77
19 Melilla;Hombres;2015;78,19
19 Melilla;Hombres;2014;77,7
19 Melilla;Hombres;2013;78,26
19 Melilla;Hombres;2012;78,12
19 Melilla;Hombres;2011;77,01
19 Melilla;Hombres;2010;78,47
19 Melilla;Hombres;2009;78,15
19 Melilla;Hombres;2008;75,2
19 Melilla;Hombres;2007;76,54
19 Melilla;Hombres;2006;75,49
19 Melilla;Hombres;2005;76,12
19 Melilla;Hombres;2004;75,05
19 Melilla;Hombres;2003;74,41
19 Melilla;Hombres;2002;73,96
19 Melilla;Hombres;2001;73,82
19 Melilla;Hombres;2000;73,45
19 Melilla;Hombres;1999;72,76
19 Melilla;Hombres;1998;72,43
19 Melilla;Hombres;1997;72,69
19 Melilla;Hombres;1996;73,39
19 Melilla;Hombres;1995;73,54
19 Melilla;Hombres;1994;72,34
19 Melilla;Hombres;1993;72,07
19 Melilla;Hombres;1992;74,5
19 Melilla;Hombres;1991;73,8
19 Melilla;Hombres;1990;71,58
19 Melilla;Hombres;1989;70,84
19 Melilla;Hombres;1988;69,51
19 Melilla;Hombres;1987;70,79
19 Melilla;Hombres;1986;71,63
19 Melilla;Hombres;1985;70,3
19 Melilla;Hombres;1984;70,85
19 Melilla;Hombres;1983;71,78
19 Melilla;Hombres;1982;70,63
19 Melilla;Hombres;1981;71,1
19 Melilla;Hombres;1980;69,81
19 Melilla;Hombres;1979;69,48
19 Melilla;Hombres;1978;68,75
19 Melilla;Hombres;1977;70,28
19 Melilla;Hombres;1976;68,51
19 Melilla;Hombres;1975;69,42
19 Melilla;Mujeres;2021;82,36
19 Melilla;Mujeres;2020;80,49
19 Melilla;Mujeres;2019;83,18
19 Melilla;Mujeres;2018;82,13
19 Melilla;Mujeres;2017;82,78
19 Melilla;Mujeres;2016;82,14
19 Melilla;Mujeres;2015;81,52
19 Melilla;Mujeres;2014;82,44
19 Melilla;Mujeres;2013;82,14
19 Melilla;Mujeres;2012;82,6
19 Melilla;Mujeres;2011;83,07
19 Melilla;Mujeres;2010;83,67
19 Melilla;Mujeres;2009;82,9
19 Melilla;Mujeres;2008;81,79
19 Melilla;Mujeres;2007;80,9
19 Melilla;Mujeres;2006;80,87
19 Melilla;Mujeres;2005;80,8
19 Melilla;Mujeres;2004;80,17
19 Melilla;Mujeres;2003;79,75
19 Melilla;Mujeres;2002;80,55
19 Melilla;Mujeres;2001;80,97
19 Melilla;Mujeres;2000;80,26
19 Melilla;Mujeres;1999;81,63
19 Melilla;Mujeres;1998;78,07
19 Melilla;Mujeres;1997;79,5
19 Melilla;Mujeres;1996;80,97
19 Melilla;Mujeres;1995;78,93
19 Melilla;Mujeres;1994;77,85
19 Melilla;Mujeres;1993;80,35
19 Melilla;Mujeres;1992;81,32
19 Melilla;Mujeres;1991;78,42
19 Melilla;Mujeres;1990;77,32
19 Melilla;Mujeres;1989;79
19 Melilla;Mujeres;1988;78,03
19 Melilla;Mujeres;1987;80,37
19 Melilla;Mujeres;1986;77,44
19 Melilla;Mujeres;1985;78,94
19 Melilla;Mujeres;1984;77,89
19 Melilla;Mujeres;1983;77,39
19 Melilla;Mujeres;1982;78,33
19 Melilla;Mujeres;1981;77,91
19 Melilla;Mujeres;1980;77,89
19 Melilla;Mujeres;1979;75,54
19 Melilla;Mujeres;1978;74,93
19 Melilla;Mujeres;1977;76,1
19 Melilla;Mujeres;1976;77,49
19 Melilla;Mujeres;1975;77,23
